category,item,keyword,unit_cost,market_price_cap,shoppable,logistics,cert,expansion,notes
낚시레저,낚시 수납 가방,낚시가방,12000,55000,10,7,9,4,8-10월 피크
낚시레저,낚시 릴 스풀,낚시릴,18000,72000,10,9,9,5,
낚시레저,루어 채비 세트,루어세트,7000,30000,10,10,9,5,소모품
낚시레저,낚시 태클박스,태클박스,11000,45000,10,7,9,4,
낚시레저,낚시 장갑 방한,낚시장갑,5000,22000,10,10,9,5,
낚시레저,낚시 의자 접이식,낚시의자,14000,55000,10,6,9,3,
낚시레저,낚시 뜰채,뜰채,9000,38000,10,6,9,4,
낚시레저,낚싯줄 원줄 합사,낚싯줄,6000,26000,10,10,9,5,소모품
낚시레저,낚시 편광 선글라스,편광선글라스,9000,38000,10,10,7,4,
낚시레저,갯바위 신발,갯바위신발,16000,62000,10,8,9,3,
낚시레저,낚시 헤드랜턴,헤드랜턴,8000,34000,10,10,4,4,
낚시레저,얼음 아이스박스 소형,낚시아이스박스,14000,55000,10,5,9,3,
낚시레저,낚시 받침대 거치,낚시받침대,11000,45000,10,7,9,4,
낚시레저,낚시 바늘 세트,낚시바늘,3500,17000,10,10,9,5,소모품
낚시레저,낚시 찌 전자,전자찌,6000,26000,10,10,5,5,
낚시레저,방수 낚시 우의,낚시우의,11000,45000,10,9,9,4,
낚시레저,낚시 벨트 파우치,낚시파우치,6000,26000,10,10,9,5,
낚시레저,낚시 집어등,집어등,14000,55000,10,9,3,3,전기용품 KC
낚시레저,낚시 계측 자,낚시자,3000,15000,10,10,9,4,
낚시레저,낚시 도래 핀도래,도래,2500,13000,10,10,9,5,소모품
골프,골프 장갑,골프장갑,6000,28000,10,10,10,5,검증 -9% 보합
골프,골프 티 대량,골프티,3000,15000,10,10,10,5,소모품
골프,골프공 로스트볼,골프공,9000,38000,10,9,9,5,
골프,골프 볼마커 세트,볼마커,4000,19000,10,10,10,5,
골프,골프 거리측정기,골프거리측정기,55000,200000,10,9,3,3,전기용품 KC
골프,골프 우산 대형,골프우산,12000,48000,10,7,10,4,
골프,골프 그립 교체,골프그립,7000,30000,10,10,10,5,소모품
골프,골프 헤드커버,헤드커버,8000,34000,10,9,10,5,
골프,골프 파우치 보스턴백,골프파우치,14000,55000,10,8,10,4,
골프,골프 연습 매트,골프매트,18000,70000,10,5,10,3,
골프,퍼팅 연습기,퍼팅연습기,14000,55000,10,7,9,4,
골프,골프 스윙 교정기,스윙교정기,11000,45000,10,9,9,4,
골프,골프 모자 캡,골프모자,7000,30000,10,10,10,5,
골프,골프 양말,골프양말,3500,17000,10,10,10,5,
골프,골프 클럽 브러시,골프브러시,3000,15000,10,10,10,5,
골프,골프 스코어 카운터,스코어카운터,4000,19000,10,10,9,4,
골프,골프 토시 쿨링,골프토시,5000,22000,10,10,10,5,여름
골프,골프 백 레인커버,골프레인커버,7000,30000,10,10,10,4,
골프,골프 니트 커버,골프니트커버,6000,26000,10,10,10,4,
골프,골프 정렬 스틱,정렬스틱,5000,22000,10,9,10,5,
자전거모빌리티,자전거 킥보드 헬멧,자전거헬멧,13000,55000,10,7,5,4,검증 -9% 보합
자전거모빌리티,자전거 거치대 스탠드,자전거거치대,8000,40000,10,9,8,4,본체 우회
자전거모빌리티,자전거 가방 프레임,자전거가방,9000,38000,10,10,9,5,
자전거모빌리티,자전거 잠금장치 체인,자전거자물쇠,11000,45000,10,9,9,4,
자전거모빌리티,자전거 방수 커버,자전거커버,7000,30000,10,9,9,4,
자전거모빌리티,자전거 라이트 전후,자전거라이트,7000,30000,10,10,4,5,
자전거모빌리티,자전거 공기주입기 휴대,자전거펌프,9000,38000,10,9,9,4,
자전거모빌리티,자전거 안장 쿠션,자전거안장커버,5000,22000,10,10,9,5,
자전거모빌리티,자전거 핸들 그립,자전거그립,4500,20000,10,10,9,5,
자전거모빌리티,자전거 폰 마운트,자전거폰거치대,6000,26000,10,10,9,5,
자전거모빌리티,자전거 물통 케이지,물통케이지,3500,17000,10,10,9,5,
자전거모빌리티,자전거 펜더 흙받이,흙받이,6000,26000,10,10,9,4,
자전거모빌리티,킥보드 손잡이 커버,킥보드그립,3500,17000,10,10,9,5,
자전거모빌리티,전동킥보드 방수 커버,킥보드커버,8000,34000,10,9,9,4,
자전거모빌리티,자전거 백미러,자전거백미러,5000,22000,10,10,9,4,
자전거모빌리티,자전거 장갑 패드,자전거장갑,6000,26000,10,10,9,5,
자전거모빌리티,자전거 체인 오일,체인오일,4000,19000,10,9,4,5,소모품
자전거모빌리티,자전거 짐받이 랙,짐받이,12000,48000,10,7,9,3,
자전거모빌리티,라이딩 고글,라이딩고글,9000,38000,10,10,8,4,
자전거모빌리티,자전거 벨 경적,자전거벨,2500,13000,10,10,9,4,
자동차,차량 트렁크 정리함,트렁크정리함,9000,38000,10,7,9,4,
자동차,앞유리 햇빛가리개,햇빛가리개,6000,26000,10,9,9,5,5-8월 집중
자동차,차량용 우산꽂이 쓰레기통,차량쓰레기통,5000,22000,10,10,9,5,장마철
자동차,와이퍼 차종 호환,와이퍼,7000,30000,10,10,8,5,소모품 호환표
자동차,성에 제거기 스크래퍼,성에제거기,3500,17000,10,10,9,5,11-2월 집중
자동차,방수 시트 커버,자동차시트커버,12000,48000,10,7,9,4,반려동물 교차
자동차,차량 비상용품 세트,자동차비상용품,11000,45000,10,7,7,4,
자동차,차량용 방향제 송풍구,차량방향제,4000,19000,10,10,3,5,생활화학 신고
자동차,차량용 핸드폰 거치대,차량거치대,5000,22000,10,10,9,5,비충전형 권장
자동차,세차 타월 극세사,세차타월,6000,26000,10,10,9,5,세차장 B2B
자동차,차량 시트 틈새 커버,시트틈새커버,4000,19000,10,10,9,4,
자동차,차량 수납 포켓,차량수납포켓,4500,20000,10,10,9,5,
자동차,타이어 공기압 게이지,공기압게이지,6000,26000,10,10,8,4,
자동차,차량용 방석 쿨링,차량방석,9000,38000,10,8,9,4,여름
자동차,헤드레스트 목베개,차량목베개,6000,26000,10,9,9,5,
자동차,차량 선바이저 수납,선바이저포켓,3500,17000,10,10,9,4,
자동차,주차번호판 이동식,주차번호판,3000,15000,10,10,9,5,
자동차,차량 발매트 방수,차량발매트,14000,55000,10,6,9,4,
자동차,블랙박스 메모리카드,블박메모리,9000,38000,10,10,7,5,소모품
자동차,차량 스텝 발판 보조,차량발판,7000,30000,10,9,9,3,
육아유아,실리콘 흡착 아기 식판,아기식판,6000,26000,10,10,1,5,어린이제품 KC
육아유아,유아 목욕 의자,아기목욕의자,14000,55000,10,6,1,3,어린이제품 KC
육아유아,기저귀 정리함,기저귀정리함,9000,38000,10,8,7,4,직접접촉 아님
육아유아,젖병 건조대,젖병건조대,9000,38000,10,8,2,4,어린이제품 KC
육아유아,방수 실리콘 턱받이,아기턱받이,4000,19000,10,10,1,5,어린이제품 KC
육아유아,유아 식탁 의자 부스터,부스터의자,18000,70000,10,6,1,3,어린이제품 KC
육아유아,아기 물티슈 워머,물티슈워머,12000,48000,10,9,1,3,전기+어린이 KC
육아유아,유아 안전 콘센트 커버,콘센트커버,3000,15000,10,10,2,5,
육아유아,모서리 보호대,모서리보호대,4000,19000,10,10,2,5,
육아유아,유아 계단 안전문,안전문,25000,95000,10,4,1,3,어린이제품 KC
육아유아,아기 낮잠 매트,아기매트,14000,55000,10,6,1,4,어린이제품 KC
육아유아,유아 배변 훈련 변기,유아변기,14000,55000,10,6,1,3,어린이제품 KC
육아유아,아기 손싸개 발싸개,손싸개,3000,15000,10,10,1,5,어린이제품 KC
육아유아,유아 목욕 장난감,목욕장난감,4500,20000,10,10,1,5,어린이제품 KC
육아유아,아기 이유식 용기,이유식용기,6000,26000,10,9,1,5,어린이제품 KC
육아유아,유모차 방한 커버,유모차커버,11000,45000,10,8,2,4,겨울
육아유아,아기 카시트 쿠션,카시트쿠션,7000,30000,10,9,1,4,어린이제품 KC
육아유아,유아 원목 교구,유아교구,11000,45000,10,7,1,4,어린이제품 KC
육아유아,아기 침대 범퍼,침대범퍼,14000,55000,10,6,1,3,어린이제품 KC
육아유아,수유 쿠션,수유쿠션,12000,48000,10,7,3,4,
여행이동,여행 캐리어 기내용,기내용캐리어,32000,120000,10,4,9,4,
여행이동,캐리어 커버 보호,캐리어커버,5000,22000,10,10,10,5,
여행이동,여행용 목베개 메모리폼,여행목베개,6000,26000,10,10,10,5,
여행이동,여권 지갑 파우치,여권지갑,5000,22000,10,10,10,5,
여행이동,여행용 변환 어댑터,여행어댑터,6000,26000,10,10,3,4,전기용품 KC
여행이동,여행 파우치 세트,여행파우치,6000,26000,10,10,10,5,
여행이동,캐리어 네임택,네임택,2500,13000,10,10,10,5,
여행이동,여행용 세면도구 용기,여행용기세트,4000,19000,10,10,8,5,
여행이동,여행 압축 백,여행압축백,4500,20000,10,10,10,5,
여행이동,캐리어 벨트 잠금,캐리어벨트,3500,17000,10,10,10,4,
여행이동,여행용 슬리퍼 휴대,휴대슬리퍼,3000,15000,10,10,10,5,
여행이동,보조배터리 파우치,배터리파우치,3000,15000,10,10,10,4,
여행이동,여행용 옷걸이 접이,여행옷걸이,3000,15000,10,10,10,4,
여행이동,캐리어 저울 휴대,수하물저울,5000,22000,10,10,7,4,
여행이동,여행 안대 귀마개 세트,여행수면세트,4000,19000,10,10,8,5,
여행이동,백팩 레인커버,백팩커버,4500,20000,10,10,10,5,
여행이동,여행용 미니 다리미,여행다리미,11000,45000,10,9,3,3,전기용품 KC
여행이동,크로스백 안티테프트,안티테프트가방,14000,55000,10,9,10,4,
여행이동,여행 신발 파우치,신발파우치,3000,15000,10,10,10,5,
여행이동,휴대용 옷 압축 벨트,압축벨트,3000,15000,10,10,10,4,
계절여름,넥쿨러 목선풍기,넥쿨러,9000,38000,10,10,3,3,YoY -69% 단기전만
계절여름,휴대용 미니 선풍기,휴대용선풍기,6000,26000,10,10,3,5,전기용품 KC
계절여름,쿨링 타월 냉감,쿨링타월,3500,17000,10,10,9,5,
계절여름,자외선 차단 토시,쿨토시,4000,19000,10,10,9,5,
계절여름,모기 퇴치 팔찌,모기팔찌,3000,15000,10,10,3,5,생활화학 신고
계절여름,전기 모기채,모기채,5000,22000,10,10,3,4,전기용품 KC
계절여름,방충망 셀프 교체,방충망,6000,26000,10,9,9,5,
계절여름,창문 방충 커튼,방충커튼,7000,30000,10,9,9,4,
계절여름,쿨매트 젤 방석,쿨방석,8000,34000,10,9,9,5,
계절여름,휴대용 워터젤 아이스팩,아이스팩,3000,15000,10,9,7,5,소모품
계절여름,양산 자외선 차단,양산,9000,38000,10,10,9,5,
계절여름,수영장 튜브 플로트,튜브,7000,30000,10,9,4,4,
계절여름,비치 타월 대형,비치타월,7000,30000,10,9,9,5,
계절여름,워터 슈즈 미끄럼방지,워터슈즈,7000,30000,10,10,9,5,
계절여름,쿨링 반려동물 매트,펫쿨매트,7000,30000,10,9,9,4,
계절여름,휴대용 우산 3단,자동우산,7000,30000,10,10,9,5,장마철
계절여름,제습제 옷장 대용량,제습제,4000,19000,10,9,3,5,생활화학 신고
계절여름,선풍기 안전망 커버,선풍기커버,3000,15000,10,10,7,4,
계절여름,냉풍기 얼음물통,냉풍기,25000,95000,10,6,3,3,전기용품 KC
계절여름,돗자리 방수 피크닉,돗자리,7000,30000,10,9,9,5,
계절겨울,충전식 손난로,손난로,8000,34000,10,10,3,4,11-1월 집중
계절겨울,발열 조끼 USB,발열조끼,22000,88000,10,9,3,3,전기용품 KC 진폭100배
계절겨울,기모 방한 장갑,방한장갑,5000,22000,10,10,9,5,
계절겨울,넥워머 방한 마스크,넥워머,4500,20000,10,10,9,5,
계절겨울,수면 양말 기모,수면양말,3000,15000,10,10,9,5,
계절겨울,전기요 온열 매트,전기요,25000,95000,10,6,2,3,전기용품 KC
계절겨울,문풍지 방풍 비닐,방풍비닐,4000,19000,10,10,9,5,
계절겨울,창문 단열 뽁뽁이,단열뽁뽁이,4500,20000,10,9,9,5,
계절겨울,보온 텀블러 대용량,보온병,9000,38000,10,9,7,5,
계절겨울,히트텍 내복 발열,발열내복,9000,38000,10,10,9,5,
계절겨울,극세사 수면 잠옷,수면잠옷,12000,48000,10,9,9,5,
계절겨울,캐시미어 목도리,목도리,11000,45000,10,10,9,5,
계절겨울,귀마개 방한 이어머프,귀마개,4000,19000,10,10,9,5,
계절겨울,실내 슬리퍼 기모,겨울실내화,5000,22000,10,10,9,5,
계절겨울,차량 스노우 체인,스노우체인,18000,70000,10,7,7,3,
계절겨울,가습기 필터 호환,가습기필터,4000,19000,10,10,7,5,소모품
계절겨울,핫팩 붙이는 대량,핫팩,3000,15000,10,9,4,5,소모품
계절겨울,전기 담요 무릎,전기담요,16000,62000,10,8,2,3,전기용품 KC
계절겨울,겨울 등산 아이젠,아이젠,7000,30000,10,10,8,4,
계절겨울,제설 삽 눈치우개,눈삽,7000,30000,10,7,9,4,
